,user_name,text,lowercase,unwanted_spaces,urls,html_encodings,usernames,pne,three_characters,stopwords,tokenize,lemmatize,duplicate,clean_text
0,GinaMcGalliard 🧜🏻‍♀️🌹🌕,"With not an ounce of charisma, brain cells, work ethic or human decency between them, indeed all they have to prop them up is their titles and proximity to the throne. It’s why Derangers are always harping about Kate being called “The Duchess of Cambridge.” #princewilliamaffair https://t.co/B5bTJmLNNU","with not an ounce of charisma, brain cells, work ethic or human decency between them, indeed all they have to prop them up is their titles and proximity to the throne. it’s why derangers are always harping about kate being called “the duchess of cambridge.” #princewilliamaffair https://t.co/b5btjmlnnu","with not an ounce of charisma, brain cells, work ethic or human decency between them, indeed all they have to prop them up is their titles and proximity to the throne. it’s why derangers are always harping about kate being called “the duchess of cambridge.” #princewilliamaffair https://t.co/b5btjmlnnu","with not an ounce of charisma, brain cells, work ethic or human decency between them, indeed all they have to prop them up is their titles and proximity to the throne. it’s why derangers are always harping about kate being called “the duchess of cambridge.” #princewilliamaffair ","with not an ounce of charisma, brain cells, work ethic or human decency between them, indeed all they have to prop them up is their titles and proximity to the throne. it’s why derangers are always harping about kate being called “the duchess of cambridge.” #princewilliamaffair ","with not an ounce of charisma, brain cells, work ethic or human decency between them, indeed all they have to prop them up is their titles and proximity to the throne. it’s why derangers are always harping about kate being called “the duchess of cambridge.” #princewilliamaffair ",with not an ounce of charisma  brain cells  work ethic or human decency between them  indeed all they have to prop them up is their titles and proximity to the throne  it s why derangers are always harping about kate being called  the duchess of cambridge    princewilliamaffair ,with ounce charisma brain cells work ethic human decency between them indeed they have prop them their titles proximity throne derangers always harping about kate being called duchess cambridge princewilliamaffair,ounce charisma brain cells work ethic human decency indeed prop titles proximity throne derangers always harping kate called duchess cambridge princewilliamaffair,"['ounce', 'charisma', 'brain', 'cells', 'work', 'ethic', 'human', 'decency', 'indeed', 'prop', 'titles', 'proximity', 'throne', 'derangers', 'always', 'harping', 'kate', 'called', 'duchess', 'cambridge', 'princewilliamaffair']",ounce charisma brain cell work ethic human decency indeed prop title proximity throne derangers always harp kate call duchess cambridge princewilliamaffair,ounce charisma brain cell work ethic human decency indeed prop title proximity throne derangers always harp kate call duchess cambridge princewilliamaffair,ounce charisma brain cell work ethic human decency indeed prop title proximity throne derangers always harp kate call duchess cambridge princewilliamaffair
1,Troy Spencer,RT @Carol36994460: @ntsikasaunty @MirrorRoyal #princecharlecashforhonours  deadbeat father who stopped his security when he needed it most…,rt @carol36994460: @ntsikasaunty @mirrorroyal #princecharlecashforhonours  deadbeat father who stopped his security when he needed it most…,rt @carol36994460: @ntsikasaunty @mirrorroyal #princecharlecashforhonours deadbeat father who stopped his security when he needed it most…,rt @carol36994460: @ntsikasaunty @mirrorroyal #princecharlecashforhonours deadbeat father who stopped his security when he needed it most…,rt @carol36994460: @ntsikasaunty @mirrorroyal #princecharlecashforhonours deadbeat father who stopped his security when he needed it most…,rt :   #princecharlecashforhonours deadbeat father who stopped his security when he needed it most…,rt      princecharlecashforhonours deadbeat father who stopped his security when he needed it most ,princecharlecashforhonours deadbeat father stopped security when needed most,princecharlecashforhonours deadbeat father stopped security needed,"['princecharlecashforhonours', 'deadbeat', 'father', 'stopped', 'security', 'needed']",princecharlecashforhonours deadbeat father stop security need,princecharlecashforhonours deadbeat father stop security need,princecharlecashforhonours deadbeat father stop security need
2,Marie Bloomer,"RT @KeenKweenKate: The Future Future King adores his uncle, Noncy Drew! Being scumbags must run in the family.

#PrinceAndrew #PrinceWillia…","rt @keenkweenkate: the future future king adores his uncle, noncy drew! being scumbags must run in the family.

#princeandrew #princewillia…","rt @keenkweenkate: the future future king adores his uncle, noncy drew! being scumbags must run in the family. #princeandrew #princewillia…","rt @keenkweenkate: the future future king adores his uncle, noncy drew! being scumbags must run in the family. #princeandrew #princewillia…","rt @keenkweenkate: the future future king adores his uncle, noncy drew! being scumbags must run in the family. #princeandrew #princewillia…","rt : the future future king adores his uncle, noncy drew! being scumbags must run in the family. #princeandrew #princewillia…",rt   the future future king adores his uncle  noncy drew  being scumbags must run in the family   princeandrew  princewillia ,future future king adores uncle noncy drew being scumbags must family princeandrew princewillia,future future king adores uncle noncy drew scumbags must family princeandrew princewillia,"['future', 'future', 'king', 'adores', 'uncle', 'noncy', 'drew', 'scumbags', 'must', 'family', 'princeandrew', 'princewillia']",future future king adore uncle noncy draw scumbags must family princeandrew princewillia,future king adore uncle noncy draw scumbags must family princeandrew princewillia,future king adore uncle noncy draw scumbags must family princeandrew princewillia
3,Marie Bloomer,"RT @willina_m: 2022 is the year of FO in FAFO for the british royal ( racist, pedophiles, scamsters) family who gleefully targetted an inno…","rt @willina_m: 2022 is the year of fo in fafo for the british royal ( racist, pedophiles, scamsters) family who gleefully targetted an inno…","rt @willina_m: 2022 is the year of fo in fafo for the british royal ( racist, pedophiles, scamsters) family who gleefully targetted an inno…","rt @willina_m: 2022 is the year of fo in fafo for the british royal ( racist, pedophiles, scamsters) family who gleefully targetted an inno…","rt @willina_m: 2022 is the year of fo in fafo for the british royal ( racist, pedophiles, scamsters) family who gleefully targetted an inno…","rt _m: 2022 is the year of fo in fafo for the british royal ( racist, pedophiles, scamsters) family who gleefully targetted an inno…",rt  m       is the year of fo in fafo for the british royal   racist  pedophiles  scamsters  family who gleefully targetted an inno ,year fafo british royal racist pedophiles scamsters family gleefully targetted inno,year fafo british royal racist pedophiles scamsters family gleefully targetted inno,"['year', 'fafo', 'british', 'royal', 'racist', 'pedophiles', 'scamsters', 'family', 'gleefully', 'targetted', 'inno']",year fafo british royal racist pedophile scamsters family gleefully targetted inno,year fafo british royal racist pedophile scamsters family gleefully targetted inno,year fafo british royal racist pedophile scamsters family gleefully targetted inno
4,Marie Bloomer,"RT @tennisfanv3: Distractions
#princewilliamaffair
#abolishthemonarchy","rt @tennisfanv3: distractions
#princewilliamaffair
#abolishthemonarchy",rt @tennisfanv3: distractions #princewilliamaffair #abolishthemonarchy,rt @tennisfanv3: distractions #princewilliamaffair #abolishthemonarchy,rt @tennisfanv3: distractions #princewilliamaffair #abolishthemonarchy,rt : distractions #princewilliamaffair #abolishthemonarchy,rt   distractions  princewilliamaffair  abolishthemonarchy,distractions princewilliamaffair abolishthemonarchy,distractions princewilliamaffair abolishthemonarchy,"['distractions', 'princewilliamaffair', 'abolishthemonarchy']",distraction princewilliamaffair abolishthemonarchy,distraction princewilliamaffair abolishthemonarchy,distraction princewilliamaffair abolishthemonarchy
5,Marie Bloomer,"RT @KeenKweenKate: Kkkate: Yes, a flowy skirt. I won't wear anything underneath and the wind will do its job. Anyways, I'm off to my botox…","rt @keenkweenkate: kkkate: yes, a flowy skirt. i won't wear anything underneath and the wind will do its job. anyways, i'm off to my botox…","rt @keenkweenkate: kkkate: yes, a flowy skirt. i won't wear anything underneath and the wind will do its job. anyways, i'm off to my botox…","rt @keenkweenkate: kkkate: yes, a flowy skirt. i won't wear anything underneath and the wind will do its job. anyways, i'm off to my botox…","rt @keenkweenkate: kkkate: yes, a flowy skirt. i won't wear anything underneath and the wind will do its job. anyways, i'm off to my botox…","rt : kkkate: yes, a flowy skirt. i won't wear anything underneath and the wind will do its job. anyways, i'm off to my botox…",rt   kkkate  yes  a flowy skirt  i won t wear anything underneath and the wind will do its job  anyways  i m off to my botox ,kkkate flowy skirt wear anything underneath wind will anyways botox,kkkate flowy skirt wear anything underneath wind anyways botox,"['kkkate', 'flowy', 'skirt', 'wear', 'anything', 'underneath', 'wind', 'anyways', 'botox']",kkkate flowy skirt wear anything underneath wind anyways botox,kkkate flowy skirt wear anything underneath wind anyways botox,kkkate flowy skirt wear anything underneath wind anyways botox
6,Marie Bloomer,RT @duchessmeghanx: Isn't the #DailyFail tired of getting fed false information by the palace &amp; #princewilliamaffair ? This statement from…,rt @duchessmeghanx: isn't the #dailyfail tired of getting fed false information by the palace &amp; #princewilliamaffair ? this statement from…,rt @duchessmeghanx: isn't the #dailyfail tired of getting fed false information by the palace &amp; #princewilliamaffair ? this statement from…,rt @duchessmeghanx: isn't the #dailyfail tired of getting fed false information by the palace &amp; #princewilliamaffair ? this statement from…,rt @duchessmeghanx: isn't the #dailyfail tired of getting fed false information by the palace &amp; #princewilliamaffair ? this statement from…,rt : isn't the #dailyfail tired of getting fed false information by the palace &amp; #princewilliamaffair ? this statement from…,rt   isn t the  dailyfail tired of getting fed false information by the palace  amp   princewilliamaffair   this statement from ,dailyfail tired getting false information palace princewilliamaffair this statement from,dailyfail tired getting false information palace princewilliamaffair statement,"['dailyfail', 'tired', 'getting', 'false', 'information', 'palace', 'princewilliamaffair', 'statement']",dailyfail tire get false information palace princewilliamaffair statement,dailyfail tire get false information palace princewilliamaffair statement,dailyfail tire get false information palace princewilliamaffair statement
7,Marie Bloomer,RT @Ces_gurl: Didn’t the #dailyfail stuff up printing another front page lie regarding the Sussexes 😂 when will they mind their own busines…,rt @ces_gurl: didn’t the #dailyfail stuff up printing another front page lie regarding the sussexes 😂 when will they mind their own busines…,rt @ces_gurl: didn’t the #dailyfail stuff up printing another front page lie regarding the sussexes 😂 when will they mind their own busines…,rt @ces_gurl: didn’t the #dailyfail stuff up printing another front page lie regarding the sussexes 😂 when will they mind their own busines…,rt @ces_gurl: didn’t the #dailyfail stuff up printing another front page lie regarding the sussexes 😂 when will they mind their own busines…,rt _gurl: didn’t the #dailyfail stuff up printing another front page lie regarding the sussexes 😂 when will they mind their own busines…,rt  gurl  didn t the  dailyfail stuff up printing another front page lie regarding the sussexes   when will they mind their own busines ,gurl didn dailyfail stuff printing another front page regarding sussexes when will they mind their busines,gurl dailyfail stuff printing another front page regarding sussexes mind busines,"['gurl', 'dailyfail', 'stuff', 'printing', 'another', 'front', 'page', 'regarding', 'sussexes', 'mind', 'busines']",gurl dailyfail stuff print another front page regard sussex mind busines,gurl dailyfail stuff print another front page regard sussex mind busines,gurl dailyfail stuff print another front page regard sussex mind busines
8,Marie Bloomer,"RT @tennisfanv3: Don’t forget
#PrinceAndrewSued
#PrinceAndrewTrial
#PrinceAndrew
#princewilliamaffair","rt @tennisfanv3: don’t forget
#princeandrewsued
#princeandrewtrial
#princeandrew
#princewilliamaffair",rt @tennisfanv3: don’t forget #princeandrewsued #princeandrewtrial #princeandrew #princewilliamaffair,rt @tennisfanv3: don’t forget #princeandrewsued #princeandrewtrial #princeandrew #princewilliamaffair,rt @tennisfanv3: don’t forget #princeandrewsued #princeandrewtrial #princeandrew #princewilliamaffair,rt : don’t forget #princeandrewsued #princeandrewtrial #princeandrew #princewilliamaffair,rt   don t forget  princeandrewsued  princeandrewtrial  princeandrew  princewilliamaffair,forget princeandrewsued princeandrewtrial princeandrew princewilliamaffair,forget princeandrewsued princeandrewtrial princeandrew princewilliamaffair,"['forget', 'princeandrewsued', 'princeandrewtrial', 'princeandrew', 'princewilliamaffair']",forget princeandrewsued princeandrewtrial princeandrew princewilliamaffair,forget princeandrewsued princeandrewtrial princeandrew princewilliamaffair,forget princeandrewsued princeandrewtrial princeandrew princewilliamaffair
9,Marie Bloomer,RT @JamaicaSussex: @CiciTee1 @FrodoKolo Nice try #princewilliamaffair https://t.co/ejR2pg1jp0,rt @jamaicasussex: @cicitee1 @frodokolo nice try #princewilliamaffair https://t.co/ejr2pg1jp0,rt @jamaicasussex: @cicitee1 @frodokolo nice try #princewilliamaffair https://t.co/ejr2pg1jp0,rt @jamaicasussex: @cicitee1 @frodokolo nice try #princewilliamaffair ,rt @jamaicasussex: @cicitee1 @frodokolo nice try #princewilliamaffair ,rt :   nice try #princewilliamaffair ,rt     nice try  princewilliamaffair ,nice princewilliamaffair,nice princewilliamaffair,"['nice', 'princewilliamaffair']",nice princewilliamaffair,nice princewilliamaffair,nice princewilliamaffair
10,Marie Bloomer,"RT @Lailaine0815: @Purify_toast17 Wow, that’s poignant and so very sad and mean spirited BUT it makes sense coming from #PrinceWilliamAffai…","rt @lailaine0815: @purify_toast17 wow, that’s poignant and so very sad and mean spirited but it makes sense coming from #princewilliamaffai…","rt @lailaine0815: @purify_toast17 wow, that’s poignant and so very sad and mean spirited but it makes sense coming from #princewilliamaffai…","rt @lailaine0815: @purify_toast17 wow, that’s poignant and so very sad and mean spirited but it makes sense coming from #princewilliamaffai…","rt @lailaine0815: @purify_toast17 wow, that’s poignant and so very sad and mean spirited but it makes sense coming from #princewilliamaffai…","rt : _toast17 wow, that’s poignant and so very sad and mean spirited but it makes sense coming from #princewilliamaffai…",rt    toast   wow  that s poignant and so very sad and mean spirited but it makes sense coming from  princewilliamaffai ,toast that poignant very mean spirited makes sense coming from princewilliamaffai,toast poignant mean spirited makes sense coming princewilliamaffai,"['toast', 'poignant', 'mean', 'spirited', 'makes', 'sense', 'coming', 'princewilliamaffai']",toast poignant mean spirit make sense come princewilliamaffai,toast poignant mean spirit make sense come princewilliamaffai,toast poignant mean spirit make sense come princewilliamaffai
11,Supernatural TV show fan,"RT @jared_secret: I will continue to drag that trash ass degenerate “royal” family! 

#PrinceAndrewTrial 
#PrinceWilliamAffair 
#PrinceChar…","rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! 

#princeandrewtrial 
#princewilliamaffair 
#princechar…",rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt _secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt  secret  i will continue to drag that trash ass degenerate  royal  family   princeandrewtrial  princewilliamaffair  princechar ,secret will continue drag that trash degenerate royal family princeandrewtrial princewilliamaffair princechar,secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar,"['secret', 'continue', 'drag', 'trash', 'degenerate', 'royal', 'family', 'princeandrewtrial', 'princewilliamaffair', 'princechar']",secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar,secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar,secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar
12,Marie Bloomer,"RT @jared_secret: I will continue to drag that trash ass degenerate “royal” family! 

#PrinceAndrewTrial 
#PrinceWilliamAffair 
#PrinceChar…","rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! 

#princeandrewtrial 
#princewilliamaffair 
#princechar…",rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt @jared_secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt _secret: i will continue to drag that trash ass degenerate “royal” family! #princeandrewtrial #princewilliamaffair #princechar…,rt  secret  i will continue to drag that trash ass degenerate  royal  family   princeandrewtrial  princewilliamaffair  princechar ,secret will continue drag that trash degenerate royal family princeandrewtrial princewilliamaffair princechar,secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar,"['secret', 'continue', 'drag', 'trash', 'degenerate', 'royal', 'family', 'princeandrewtrial', 'princewilliamaffair', 'princechar']",secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar,secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar,secret continue drag trash degenerate royal family princeandrewtrial princewilliamaffair princechar
13,Marie Bloomer,RT @jess_abberton: These bots are really working hard #PrinceAndrew #princewilliamaffair #TheQueen https://t.co/X6pt5fC35B,rt @jess_abberton: these bots are really working hard #princeandrew #princewilliamaffair #thequeen https://t.co/x6pt5fc35b,rt @jess_abberton: these bots are really working hard #princeandrew #princewilliamaffair #thequeen https://t.co/x6pt5fc35b,rt @jess_abberton: these bots are really working hard #princeandrew #princewilliamaffair #thequeen ,rt @jess_abberton: these bots are really working hard #princeandrew #princewilliamaffair #thequeen ,rt _abberton: these bots are really working hard #princeandrew #princewilliamaffair #thequeen ,rt  abberton  these bots are really working hard  princeandrew  princewilliamaffair  thequeen ,abberton these bots really working hard princeandrew princewilliamaffair thequeen,abberton bots really working hard princeandrew princewilliamaffair thequeen,"['abberton', 'bots', 'really', 'working', 'hard', 'princeandrew', 'princewilliamaffair', 'thequeen']",abberton bot really work hard princeandrew princewilliamaffair thequeen,abberton bot really work hard princeandrew princewilliamaffair thequeen,abberton bot really work hard princeandrew princewilliamaffair thequeen
14,Marie Bloomer,"RT @Meritocraticist: #PrinceAndrew faces calls to pay for his own security 
#PrinceAndrewTrial #PrinceAndrewSued #UKPaysPrinceAndrewSecurit…","rt @meritocraticist: #princeandrew faces calls to pay for his own security 
#princeandrewtrial #princeandrewsued #ukpaysprinceandrewsecurit…",rt @meritocraticist: #princeandrew faces calls to pay for his own security #princeandrewtrial #princeandrewsued #ukpaysprinceandrewsecurit…,rt @meritocraticist: #princeandrew faces calls to pay for his own security #princeandrewtrial #princeandrewsued #ukpaysprinceandrewsecurit…,rt @meritocraticist: #princeandrew faces calls to pay for his own security #princeandrewtrial #princeandrewsued #ukpaysprinceandrewsecurit…,rt : #princeandrew faces calls to pay for his own security #princeandrewtrial #princeandrewsued #ukpaysprinceandrewsecurit…,rt    princeandrew faces calls to pay for his own security  princeandrewtrial  princeandrewsued  ukpaysprinceandrewsecurit ,princeandrew faces calls security princeandrewtrial princeandrewsued ukpaysprinceandrewsecurit,princeandrew faces calls security princeandrewtrial princeandrewsued ukpaysprinceandrewsecurit,"['princeandrew', 'faces', 'calls', 'security', 'princeandrewtrial', 'princeandrewsued', 'ukpaysprinceandrewsecurit']",princeandrew face call security princeandrewtrial princeandrewsued ukpaysprinceandrewsecurit,princeandrew face call security princeandrewtrial princeandrewsued ukpaysprinceandrewsecurit,princeandrew face call security princeandrewtrial princeandrewsued ukpaysprinceandrewsecurit
15,Marie Bloomer,RT @MalaikaHelena: He spoke about the invisible contract. Now who would benefit from all this misinformation at this exact time? Could it b…,rt @malaikahelena: he spoke about the invisible contract. now who would benefit from all this misinformation at this exact time? could it b…,rt @malaikahelena: he spoke about the invisible contract. now who would benefit from all this misinformation at this exact time? could it b…,rt @malaikahelena: he spoke about the invisible contract. now who would benefit from all this misinformation at this exact time? could it b…,rt @malaikahelena: he spoke about the invisible contract. now who would benefit from all this misinformation at this exact time? could it b…,rt : he spoke about the invisible contract. now who would benefit from all this misinformation at this exact time? could it b…,rt   he spoke about the invisible contract  now who would benefit from all this misinformation at this exact time  could it b ,spoke about invisible contract would benefit from this misinformation this exact time could,spoke invisible contract would benefit misinformation exact time could,"['spoke', 'invisible', 'contract', 'would', 'benefit', 'misinformation', 'exact', 'time', 'could']",speak invisible contract would benefit misinformation exact time could,speak invisible contract would benefit misinformation exact time could,speak invisible contract would benefit misinformation exact time could
16,Marie Bloomer,"RT @SouthernLady315: @KajolMomento @fanofprincephil I wonder, who thought this leak would make the #BorisResign government, #princewilliama…","rt @southernlady315: @kajolmomento @fanofprincephil i wonder, who thought this leak would make the #borisresign government, #princewilliama…","rt @southernlady315: @kajolmomento @fanofprincephil i wonder, who thought this leak would make the #borisresign government, #princewilliama…","rt @southernlady315: @kajolmomento @fanofprincephil i wonder, who thought this leak would make the #borisresign government, #princewilliama…","rt @southernlady315: @kajolmomento @fanofprincephil i wonder, who thought this leak would make the #borisresign government, #princewilliama…","rt :   i wonder, who thought this leak would make the #borisresign government, #princewilliama…",rt     i wonder  who thought this leak would make the  borisresign government   princewilliama ,wonder thought this leak would make borisresign government princewilliama,wonder thought leak would make borisresign government princewilliama,"['wonder', 'thought', 'leak', 'would', 'make', 'borisresign', 'government', 'princewilliama']",wonder think leak would make borisresign government princewilliama,wonder think leak would make borisresign government princewilliama,wonder think leak would make borisresign government princewilliama
17,Marie Bloomer,RT @GreenbackBoujee: Anyone else noticing how deceased Prince Phil’s name starts trending all of a sudden when news breaks on #PrinceWillia…,rt @greenbackboujee: anyone else noticing how deceased prince phil’s name starts trending all of a sudden when news breaks on #princewillia…,rt @greenbackboujee: anyone else noticing how deceased prince phil’s name starts trending all of a sudden when news breaks on #princewillia…,rt @greenbackboujee: anyone else noticing how deceased prince phil’s name starts trending all of a sudden when news breaks on #princewillia…,rt @greenbackboujee: anyone else noticing how deceased prince phil’s name starts trending all of a sudden when news breaks on #princewillia…,rt : anyone else noticing how deceased prince phil’s name starts trending all of a sudden when news breaks on #princewillia…,rt   anyone else noticing how deceased prince phil s name starts trending all of a sudden when news breaks on  princewillia ,anyone else noticing deceased prince phil name starts trending sudden when news breaks princewillia,anyone else noticing deceased prince phil name starts trending sudden news breaks princewillia,"['anyone', 'else', 'noticing', 'deceased', 'prince', 'phil', 'name', 'starts', 'trending', 'sudden', 'news', 'breaks', 'princewillia']",anyone else notice decease prince phil name start trend sudden news break princewillia,anyone else notice decease prince phil name start trend sudden news break princewillia,anyone else notice decease prince phil name start trend sudden news break princewillia
18,Marie Bloomer,"RT @Meritocraticist: His Royal Highnonce
#PrinceAndrewSued 

Other News
#CamillaTomineyIsALiar 
#RacistRoyalFamily
#PrinceWilliamIsABully
#…","rt @meritocraticist: his royal highnonce
#princeandrewsued 

other news
#camillatomineyisaliar 
#racistroyalfamily
#princewilliamisabully
#…",rt @meritocraticist: his royal highnonce #princeandrewsued other news #camillatomineyisaliar #racistroyalfamily #princewilliamisabully #…,rt @meritocraticist: his royal highnonce #princeandrewsued other news #camillatomineyisaliar #racistroyalfamily #princewilliamisabully #…,rt @meritocraticist: his royal highnonce #princeandrewsued other news #camillatomineyisaliar #racistroyalfamily #princewilliamisabully #…,rt : his royal highnonce #princeandrewsued other news #camillatomineyisaliar #racistroyalfamily #princewilliamisabully #…,rt   his royal highnonce  princeandrewsued other news  camillatomineyisaliar  racistroyalfamily  princewilliamisabully   ,royal highnonce princeandrewsued other news camillatomineyisaliar racistroyalfamily princewilliamisabully,royal highnonce princeandrewsued news camillatomineyisaliar racistroyalfamily princewilliamisabully,"['royal', 'highnonce', 'princeandrewsued', 'news', 'camillatomineyisaliar', 'racistroyalfamily', 'princewilliamisabully']",royal highnonce princeandrewsued news camillatomineyisaliar racistroyalfamily princewilliamisabully,royal highnonce princeandrewsued news camillatomineyisaliar racistroyalfamily princewilliamisabully,royal highnonce princeandrewsued news camillatomineyisaliar racistroyalfamily princewilliamisabully
19,Marie Bloomer,"RT @ItsjustChante: Now that the #RoyalFamily is trying to #Diana #PrinceHarry here is #Diana's accurate prediction. 
#TriedToDianaPrinceHar…","rt @itsjustchante: now that the #royalfamily is trying to #diana #princeharry here is #diana's accurate prediction. 
#triedtodianaprincehar…",rt @itsjustchante: now that the #royalfamily is trying to #diana #princeharry here is #diana's accurate prediction. #triedtodianaprincehar…,rt @itsjustchante: now that the #royalfamily is trying to #diana #princeharry here is #diana's accurate prediction. #triedtodianaprincehar…,rt @itsjustchante: now that the #royalfamily is trying to #diana #princeharry here is #diana's accurate prediction. #triedtodianaprincehar…,rt : now that the #royalfamily is trying to #diana #princeharry here is #diana's accurate prediction. #triedtodianaprincehar…,rt   now that the  royalfamily is trying to  diana  princeharry here is  diana s accurate prediction   triedtodianaprincehar ,that royalfamily trying diana princeharry here diana accurate prediction triedtodianaprincehar,royalfamily trying diana princeharry diana accurate prediction triedtodianaprincehar,"['royalfamily', 'trying', 'diana', 'princeharry', 'diana', 'accurate', 'prediction', 'triedtodianaprincehar']",royalfamily try diana princeharry diana accurate prediction triedtodianaprincehar,royalfamily try diana princeharry accurate prediction triedtodianaprincehar,royalfamily try diana princeharry accurate prediction triedtodianaprincehar
